atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	interaction_types
C_ali_weak_pol	550	129.0	61.204624068762186	2.1076838876597144	1.822899487413302	2.3935537870950805	+	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_ali_don	552	104.0	31.400271318794296	3.3120732921104383	2.7498409014136422	3.820306473522769	+	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	520	16.0	11.081811086928834	1.4438073230532007	0.7718506471270868	2.1710969230363766	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	496	64.0	45.70558744689141	1.4002664351347889	1.0691437815521925	1.7299726635693329	+	0	180	3.75	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	184	2.0	4.634195149371704	0.4315744019263316	0.0	1.200260894701313	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	344	6.0	4.3256722172506485	1.3870676506814787	0.4613714655721902	2.741504607257472	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
C_pi_pos	87	2.0	0.8100622851766883	2.4689459521791783	0.0	5.950570319129268	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi
O_ali_mix	242	0.0	6.997344134987046	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	141	0.0	3.088066104227916	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	543	0.0	44.48765290645885	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	399	0.0	14.364818072486717	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;desolvation;pi
N_don_pos	175	0.0	5.685692325264911	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;hbond_classic
N_pi_don_pos	119	2.0	5.490820835345662	0.3642442651061468	0.0	0.9899950207685456	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	multipolar;desolvation;pi;hbond_classic
N_pi	4	0.0	0.0204786004266088	0.0			?	0	180	3.75	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	519	11.0	24.007374411138105	0.4581925458244448	0.2158178207294433	0.7697367163926652	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	140	3.0	2.6510999548582523	1.1316057678256806	0.0	2.523921173794462	0	0	180	3.75	4.0	nitrogen_aromatic_pyridine	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	66	0.0	0.6098436147581706	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	89	0.0	2.4680373800526434	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;hbond_weak
S_apol	256	1.0	9.121815032817178	0.1096273051363507	0.0	0.3495787091931421	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;hydrophobic
Water	513	0.0	58.89627266100886	0.0	0.0	0.0	-	0	180	3.75	4.0	nitrogen_aromatic_pyridine	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	85	0.0	0.3442112373575485	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	
C_ali_apol	420	1.0	2.3279889719434106	0.4295552994674187	0.0	1.1047036021996286	0	0	180	2.75	3.0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	0.0	1.7599697105910097	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	0.0	0.7688281002274229	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	0.0	0.2886930625334105	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	2.0	1.589809390575398	1.2580124459298496	0.0	2.4922963499068254	0	0	180	2.75	3.0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	0.0	0.1061785283036421	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	0.0	0.037891159073286	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	0.0233052897977423	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	0.0	0.178490650126449	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	0.0	0.129237746905293	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	7.0	1.6704398343840194	4.190513094763018	2.4135169836582744	5.942098423247304	+	0	180	2.75	3.0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	1.0	0.2121753386747939	4.713083086120216	0.0	11.41414041257326	0	0	180	2.75	3.0	sulfur_thiophene	desolvation;pi
N_don_pos	89	0.0	0.0760411352842474	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	0.0	0.1484066043716233	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	0.0	0.0052884976512666	0.0			?	0	180	2.75	3.0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	0.0	0.5741147888064919	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	0.0	0.0464841838065886	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	0.0	0.0609858962386854	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	0.0	0.0495201554191839	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	0.0	0.5328154710698105	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiophene	hydrophobic
Water	383	1.0	1.0691242468586764	0.9353449825295996	0.0	3.192332884226742	0	0	180	2.75	3.0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	5.0	2.16001503266994	2.314798704812543	0.0	3.762975075804642	0	0	180	3.0	3.25	sulfur_thiophene	
metal	13	0.0	0.2844405677024879	0.0			?	0	180	3.0	3.25	sulfur_thiophene	
C_ali_apol	420	1.0	7.746084920586141	0.1290974744341339	0.0	0.4251556377333961	-	0	180	3.0	3.25	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	2.0	6.004955921890434	0.3330582315698955	0.0	0.7764294058931852	-	0	180	3.0	3.25	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	0.0	4.019509503130214	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	1.0	1.6620561338834037	0.6016643960535161	0.0	1.9004863606843048	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	0.0	4.72260079224611	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	1.0	0.508708704857067	1.9657615260996413	0.0	7.981793142316642	0	0	180	3.0	3.25	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	0.0	0.6004668778424403	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	0.0817873496038669	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	desolvation;pi
O_ali_mix	163	2.0	0.57652112367339	3.46908364303584	0.0	8.582974152723613	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	0.0	0.5978265227309034	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	21.0	5.292553970550187	3.9678386119163087	2.778012224428556	5.324886950545936	+	0	180	3.0	3.25	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	1.0	2.599557261381908	0.3846808896482651	0.0	1.170695864169115	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;pi
N_don_pos	89	1.0	0.2615697880881861	3.823071491967788	0.0	10.960878702283196	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	0.0	0.5954566225362062	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	0.0	0.0051176101090499	0.0			?	0	180	3.0	3.25	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	1.0	2.9370640914466697	0.3404760566554213	0.0	1.154872773133136	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	0.0	0.216751714400009	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	1.0	0.1849515164074411	5.406822390128656	0.0	20.006225246280085	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	0.0	0.426423200450121	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	0.0	0.7369808152047191	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiophene	hydrophobic
Water	383	12.0	6.778599958609103	1.7702770591675796	0.8554543611661851	2.621121925555636	0	0	180	3.0	3.25	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	16.0	7.443017936028693	2.149665651422168	1.1955008218050704	2.9636077752756043	+	0	180	3.25	3.5	sulfur_thiophene	
metal	13	1.0	0.7772443719369466	1.2865966433541758			?	0	180	3.25	3.5	sulfur_thiophene	
C_ali_apol	420	9.0	27.111476053846808	0.3319627445634043	0.1439833127259375	0.5531337764088134	-	0	180	3.25	3.5	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	11.0	21.929937352743003	0.5015974201414723	0.2606314590836229	0.8240489722711062	-	0	180	3.25	3.5	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	3.0	15.106750518714431	0.1985867176586759	0.0	0.4469675916330308	-	0	180	3.25	3.5	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	19.0	6.0405911014593325	3.1453875425220943	1.945355390109248	4.391719208379453	+	0	180	3.25	3.5	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	15.0	22.232940408331206	0.6746745920471746	0.3567406769110491	1.0520754323647137	0	0	180	3.25	3.5	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	2.0	2.661791952850454	0.7513735240871264	0.0	1.9166963571185096	0	0	180	3.25	3.5	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	1.0	1.985799013618398	0.5035756353699979	0.0	1.4262336995348783	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;pi
C_pi_pos	77	1.0	0.3501716989238718	2.855741920529684	0.0	7.31080185505436	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;pi
O_ali_mix	163	3.0	3.614865935898142	0.8299062961665897	0.0	1.9000817483517864	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	1.0	2.067287197514228	0.4837257257735799	0.0	1.5684015053082838	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	32.0	19.066291051021995	1.678354742113555	1.1787007764556634	2.2637786053309283	+	0	180	3.25	3.5	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	12.0	8.293678079846888	1.4468851918860028	0.7284790336072006	2.2462060829606867	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;pi
N_don_pos	89	0.0	0.7839366137812357	0.0	0.0	0.0	-	0	180	3.25	3.5	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	2.0	3.311551619700392	0.6039464968934857	0.0	1.3169575010592594	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	0.0	0.005067632422058	0.0			?	0	180	3.25	3.5	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	13.0	10.080849254460416	1.2895738912322257	0.6428746326588797	1.9187159408071883	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	2.0	0.9957084199718468	2.008620154137643	0.0	4.3257665398077565	0	0	180	3.25	3.5	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	0.0	0.5666181472121101	0.0	0.0	0.0	-	0	180	3.25	3.5	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	0.0	1.6193598495440975	0.0	0.0	0.0	-	0	180	3.25	3.5	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	5.0	3.4480145824543897	1.4501098764033835	0.3365937385742897	2.8119811713289224	0	0	180	3.25	3.5	sulfur_thiophene	hydrophobic
Water	383	43.0	31.50705120771904	1.364773863365076	1.0272756709884687	1.6843143615984355	+	0	180	3.25	3.5	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	21.0	11.965366033082043	1.7550654064354445	1.107370598864078	2.3846126978892146	+	0	180	3.5	3.75	sulfur_thiophene	
metal	13	0.0	0.6015225842730743	0.0			?	0	180	3.5	3.75	sulfur_thiophene	
C_ali_apol	420	89.0	75.39873738709422	1.1803911190591618	0.952481655905243	1.3984112193602745	0	0	180	3.5	3.75	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	45.0	57.5503453992979	0.7819240647085497	0.5592542740231778	0.9895344402043058	-	0	180	3.5	3.75	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	51.0	38.23461370929289	1.333869890454902	1.0345435370320837	1.6375912103928123	+	0	180	3.5	3.75	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	23.0	13.758203740172943	1.671729859097935	1.098342637190379	2.276593659680851	+	0	180	3.5	3.75	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	63.0	58.20254341273951	1.0824269233947328	0.7936330448693831	1.396666394694217	0	0	180	3.5	3.75	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	6.0	6.363095677456371	0.9429372594941842	0.2837638005184031	1.8979474576927768	0	0	180	3.5	3.75	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	1.0	4.143600024388103	0.2413360348765015	0.0	0.7431528043041695	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	0.7833890104161723	0.0	0.0	0.0	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;pi
O_ali_mix	163	6.0	8.337376479223726	0.7196508415988726	0.2045459825100451	1.4606844764808598	0	0	180	3.5	3.75	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	9.0	5.779612952546947	1.5571977005889122	0.6597975673800414	2.626473937653502	0	0	180	3.5	3.75	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	32.0	45.57630814648152	0.7021191777348994	0.4914573169815751	0.9318614679741606	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	4.0	15.50249670095594	0.2580229544414833	0.0584250595048103	0.52734467285479	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;pi
N_don_pos	89	1.0	3.501412029643175	0.2855990644728289	0.0	0.9892773172494834	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	2.0	8.447427998477396	0.2367584548054732	0.0	0.6202237692386826	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	1.0	0.0465682130734317	21.473875289634485			?	0	180	3.5	3.75	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	32.0	28.52807452246696	1.1217020614131796	0.8146829819859422	1.468171150580648	0	0	180	3.5	3.75	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	2.0	2.864700552688912	0.6981532496032534	0.0	2.044902747468482	0	0	180	3.5	3.75	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	0.0	1.657256759814441	0.0	0.0	0.0	-	0	180	3.5	3.75	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	4.0	4.317215138386613	0.9265232034498146	0.2411736718858224	1.7416389886505357	0	0	180	3.5	3.75	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	9.0	9.267922248173369	0.9710914441231776	0.4427090249266345	1.571445727130623	0	0	180	3.5	3.75	sulfur_thiophene	hydrophobic
Water	383	72.0	72.17221127985431	0.997613883837	0.7672583150726173	1.2163782535316423	0	0	180	3.5	3.75	sulfur_thiophene	desolvation;hbond_weak
other_ligand	85	22.0	16.052569753425868	1.3704970816466853	0.8109840075530657	2.000708093626967	0	0	180	3.75	4.0	sulfur_thiophene	
metal	13	3.0	1.1600639578609742	2.58606431108476			?	0	180	3.75	4.0	sulfur_thiophene	
C_ali_apol	420	167.0	113.16654225494956	1.475701180511203	1.3090558483933667	1.6504358361208946	+	0	180	3.75	4.0	sulfur_thiophene	hydrophobic
C_ali_weak_pol	417	87.0	83.33272872164304	1.0440075746302129	0.8637241864549084	1.2432136214913654	0	0	180	3.75	4.0	sulfur_thiophene	hbond_weak;hydrophobic
C_ali_don	411	74.0	51.75990910576448	1.4296779356546174	1.1578249751893053	1.6991821659591502	+	0	180	3.75	4.0	sulfur_thiophene	hbond_weak;hydrophobic
C_pi_carbonyl	390	47.0	17.595915980130098	2.671074359133903	1.978241575354417	3.5093238392081623	+	0	180	3.75	4.0	sulfur_thiophene	desolvation;hydrophobic;pi
C_pi_phenyl	377	90.0	74.82622457893106	1.2027868639164436	0.9586473509793292	1.4764462511961003	0	0	180	3.75	4.0	sulfur_thiophene	hydrophobic;pi
C_pi_don	141	8.0	8.115800719480262	0.9857314486293008	0.351593671854084	1.6815431724520424	0	0	180	3.75	4.0	sulfur_thiophene	hydrophobic;hbond_weak;pi
C_pi_neg	225	2.0	5.520151037546597	0.362308927128358	0.0	1.0552660449916065	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;pi
C_pi_pos	77	0.0	1.386542311963687	0.0	0.0	0.0	-	0	180	3.75	4.0	sulfur_thiophene	desolvation;pi
O_ali_mix	163	2.0	11.373368136565317	0.1758494032713151	0.0	0.4736859129969482	-	0	180	3.75	4.0	sulfur_thiophene	desolvation;hbond_weak
O_pi_mix	162	7.0	8.825724647348451	0.793136006356491	0.2486408219816432	1.3597110431753885	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;hbond_weak
O_pi_acc	394	23.0	59.22256498619956	0.3883654820651489	0.2439099392204322	0.5450380920372985	-	0	180	3.75	4.0	sulfur_thiophene	desolvation;hydrophobic;pi
O_pi_acc_neg	257	3.0	20.83662966836997	0.1439772193366763	0.0	0.3223836498386416	-	0	180	3.75	4.0	sulfur_thiophene	desolvation;pi
N_don_pos	89	2.0	4.532981937077032	0.4412106705392354	0.0	1.1253697620265013	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;hbond_weak
N_pi_don_pos	127	4.0	12.502613043387644	0.319933120070089	0.075840583270599	0.6584538327031496	-	0	180	3.75	4.0	sulfur_thiophene	desolvation;hbond_weak;pi
N_pi	6	1.0	0.0918980879700334	10.881619216344138			?	0	180	3.75	4.0	sulfur_thiophene	desolvation;hydrophobic;pi
N_pi_amide_don	389	47.0	36.23122407384146	1.2972236296574224	0.9695067842848808	1.6174977850400083	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	112	2.0	3.56968284103538	0.5602738643918023	0.0	1.4745781158416085	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	74	3.0	2.0323143340245595	1.4761496043080835	0.0	3.522957781087439	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;hydrophobic;pi
S_mix	85	3.0	5.9926133834833255	0.5006163101174718	0.0	1.153178872249624	0	0	180	3.75	4.0	sulfur_thiophene	desolvation;hbond_weak
S_apol	199	12.0	13.941468872976976	0.8607414404704397	0.4463791027346309	1.3552548276517855	0	0	180	3.75	4.0	sulfur_thiophene	hydrophobic
Water	383	34.0	90.93046756602467	0.3739120771078469	0.2576034632372835	0.506572715849308	-	0	180	3.75	4.0	sulfur_thiophene	desolvation;hbond_weak
other_ligand	449	8.0	14.899874170692812	0.5369172859013491	0.1557375727757184	0.9849750424125534	-	0	180	2.5	2.75	oxygen_amide_sec	
metal	68	2.0	1.4503480896869203	1.3789793045004322	0.0	3.065015189774176	0	0	180	2.5	2.75	oxygen_amide_sec	
C_ali_apol	2192	1.0	116.89983399600207	0.0085543320791559	0.0	0.0280890399422045	-	0	180	2.5	2.75	oxygen_amide_sec	desolvation;hydrophobic
C_ali_weak_pol	2303	1.0	91.52070771667692	0.0109264889329279	0.0	0.0367121674377444	-	0	180	2.5	2.75	oxygen_amide_sec	desolvation;hbond_weak;hydrophobic
C_ali_don	2277	0.0	59.41730135260921	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	2189	0.0	19.881865277782435	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	2067	0.0	98.82736379402688	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	1004	1.0	16.483398570947628	0.06066710064043	0.0	0.1921497413028613	-	0	180	2.5	2.75	oxygen_amide_sec	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	1329	1.0	8.000172280130176	0.1249973081809343	0.0	0.3753217372371858	-	0	180	2.5	2.75	oxygen_amide_sec	electrostatic_repulsion;desolvation;pi
C_pi_pos	542	0.0	2.139902621536532	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec	multipolar;desolvation;pi
O_ali_mix	1094	61.0	17.799044993696555	3.427150165730962	2.602909120908707	4.317113044815177	+	0	180	2.5	2.75	oxygen_amide_sec	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	893	100.0	17.147646304591056	5.83170414316432	5.0216835437572005	6.5872895354376535	+	0	180	2.5	2.75	oxygen_amide_sec	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	2258	5.0	75.90124860771458	0.0658750691420351	0.013663332436374	0.1216538146116058	-	0	180	2.5	2.75	oxygen_amide_sec	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	1511	9.0	28.725279244372555	0.3133128810841117	0.1312365043238791	0.5472367353609816	-	0	180	2.5	2.75	oxygen_amide_sec	electrostatic_repulsion;desolvation;pi
N_don_pos	667	28.0	8.35126785048151	3.352784331828801	2.3271291384879333	4.45210022819479	+	0	180	2.5	2.75	oxygen_amide_sec	multipolar;desolvation;hbond_classic
N_pi_don_pos	755	20.0	20.700225206096377	0.9661730633785494	0.5644335238316865	1.4294371990787922	0	0	180	2.5	2.75	oxygen_amide_sec	multipolar;desolvation;pi;hbond_classic
N_pi	48	0.0	0.0650191653754501	0.0			?	0	180	2.5	2.75	oxygen_amide_sec	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	2181	101.0	47.039584323768885	2.147127816964258	1.7621669834395084	2.6008786175659258	+	0	180	2.5	2.75	oxygen_amide_sec	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	784	32.0	9.874025299188007	3.240826211234391	2.320718135934583	4.291330393968788	+	0	180	2.5	2.75	oxygen_amide_sec	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	453	1.0	3.13152205971798	0.3193335320429001	0.0	1.029964920220014	0	0	180	2.5	2.75	oxygen_amide_sec	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	375	0.0	4.876208831466218	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec	desolvation;hbond_weak
S_apol	907	0.0	10.6460483793001	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec	desolvation;hydrophobic
